Year,Title,Gross
2000,Book of Shadows: Blair Witch 2,47737094
2000,Almost Famous,47383689
2000,The Watcher,47267829
2000,High Fidelity,47126295
2000,Dracula 2000,47053625
2000,The Gift,44567606
2000,Where the Heart Is,40863718
2000,Bless the Child,40443010
2000,The Art of War,40400425
2000,Dancer in the Dark,40031879
2000,The Legend of Bagger Vance,39459427
2000,Urban Legends: Final Cut,38574362
2000,The Original Kings of Comedy,38182790
2000,Titan A.E.,36754634
2000,Return to Me,36609995
2000,My Dog Skip,35547761
2000,The Adventures of Rocky & Bullwinkle,35134820
2000,American Psycho,34266564
2000,Dungeons & Dragons,33978694
2000,Red Planet,33463969
2000,Wonder Boys,33426588
2000,Reindeer Games,32168970
2000,Lost Souls,31355910
2000,Small Time Crooks,29934477
2000,Battlefield Earth,29725663
2000,Nurse Betty,29360400
2000,Boiler Room,28780255
2000,The Little Vampire,27965865
2000,Love & Basketball,27728118
2000,Cirque du Soleil: Journey of Man,27538359
2000,Center Stage,26385941
2000,Saving Grace,26330482
2000,Boys and Girls,25850615
2000,Down to You,24419914
2000,The Next Best Thing,24362772
2000,Dr. T & the Women,22844291
2000,The Contender,22361811
2000,Michael Jordan to the Max,21268532
2000,Best in Show,20789556
2000,Thomas and the Magic Railroad,19748009
2000,Get Carter,19412993
2000,The Ninth Gate,18661336
2000,Loser,18404706
2000,All the Pretty Horses,18133495
2000,Quills,17989227
2000,CyberWorld,16653900
2000,Digimon: The Movie,16643191
2000,The Dish,16575074
2000,Italian for Beginners,16349568
2000,Drowning Mona,15906764
2000,Highlander: Endgame,15843608
2000,Bait,15471969
2000,Supernova,14828081
2000,Malena,14493284
2000,I Dreamed of Africa,14400327
2000,What Planet Are You From?,14145677
2000,The Ladies Man,13743212
2000,Solarmax,13400161
2000,The Crew,13105853
2000,The Way of the Gun,13069740
2000,In the Mood for Love,12854953
2000,Gossip,12591270
2000,Ready to Rumble,12452362
2000,Drunken Master II,11555430
2000,You Can Count on Me,11242521
2000,Shadow of the Vampire,11155214
2000,Lucky Numbers,10890222
2000,Here on Earth,10873148
2000,Pollock,10558970
2000,Anatomy,10501958
2000,The Virgin Suicides,10409377
2000,Woman on Top,10194274
2000,Godzilla 2000,10037390
2000,Whatever It Takes,9902115
2000,3 Strikes,9832166
2000,Bread and Tulips,9719848
2000,Ghost Dog: The Way of the Samurai,9380473
2000,State and Main,9206279
2000,Before Night Falls,8527517
2000,Butterfly,7733894
2000,Ants in the Pants,7625967
2000,Requiem for a Dream,7390108
2000,Where the Money Is,7243669
2000,Screwed,7201701
2000,Widow of St. Pierre,7193889
2000,Croupier,7075068
2000,Duets,6620242
2000,Now or Never,5995963
2000,Black & White,5541431
2000,The in Crowd,5280035
2000,The House of Mirth,5164404
2000,Otto - Der Katastrofenfilm,5058355
2000,Whipped,4775009
2000,Held Up,4705631
2000,The Jungle Book 2000 Re-release,4466472
2000,The Tao of Steve,4406030
2000,Mohabbatein,4279351
2000,East Is East,4177818
2000,Bossa Nova,4069261
2000,Erkan & Stefan,4026949
2000,Pettson & Findus - Katten och gubbens år,3920489
2000,Up at the Villa,3740113
2000,The Big Kahuna,3728888
2000,Price of Glory,3548556
2000,Gun Shy,3221280
2000,Beautiful,3169930
2000,Isn't She Great,3003296
2000,No More School,2870533
2000,Flickering Lights,2760019
2000,The Color of Paradise,2724595
2000,God's Army,2637726
2000,But I'm a Cheerleader,2595216
2000,Bamboozled,2463650
2000,East/West,2321029
2000,Shower,2150929
2000,Left Luggage,2111280
2000,Blood Simple 2000 Re-release,2068701
2000,Marlene,2061924
2000,Hamlet,2046433
2000,The Broken Hearts Club: A Romantic Comedy,2019121
2000,Cecil B. Demented,1961544
2000,The Life and Times of Hank Greenberg,1712385
2000,The Girl on the Bridge,1708839
2001,Harry Potter and the Sorcerer's Stone,974755371
2001,The Lord of the Rings: The Fellowship of the Ring,868385360
2001,"Monsters, Inc.",528773250
2001,Shrek,484596038
2001,Ocean's Eleven,450717150
2001,Pearl Harbor,449220945
2001,The Mummy Returns,433013274
2001,Jurassic Park III,368780809
2001,Planet of the Apes,362211740
2001,Hannibal,351692268
2001,Rush Hour 2,347325802
2001,A Beautiful Mind,313542341
2001,American Pie 2,287553595
2001,Bridget Jones's Diary,281929795
2001,Spirited Away,274925095
2001,Lara Croft: Tomb Raider,274703340
2001,A.I. Artificial Intelligence,235926552
2001,The Others,209947037
2001,The Fast and the Furious,207283925
2001,Vanilla Sky,203388341
2001,Cats & Dogs,200687492
2001,Atlantis: The Lost Empire,186053725
2001,Moulin Rouge!,179213434
2001,Dr. Dolittle 2,176104344
2001,Amélie,173921954
2001,Black Hawk Down,172989651
2001,The Princess Diaries,165335153
2001,Spy Kids,147934180
2001,The Mexican,147845033
2001,Swordfish,147080413
2001,Spy Game,143049560
2001,Legally Blonde,141774679
2001,Scary Movie 2,141220678
2001,Shallow Hal,141069860
2001,America's Sweethearts,138307673
2001,Save the Last Dance,131706809
2001,A Knight's Tale,117487473
2001,The Score,113579918
2001,Along Came a Spider,105178561
2001,Training Day,104876233
2001,Jimmy Neutron: Boy Genius,102992536
2001,Don't Say a Word,100020092
2001,Evolution,98376292
2001,I Am Sam,97818139
2001,Enemy at the Gates,96976270
2001,The Wedding Planner,94728529
2001,Behind Enemy Lines,91753202
2001,Gosford Park,87754044
2001,Ali,87713825
2001,Rat Race,85498534
2001,Final Fantasy: The Spirits Within,85131830
2001,The Animal,84772742
2001,Blow,83282296
2001,Exit Wounds,79958599
2001,Serendipity,77516304
2001,Kate & Leopold,76019048
2001,Manitou's Shoe,75482094
2001,From Hell,74558115
